id,svg,description,score
250,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4a6fa5""/><stop offset=""100%"" stop-color=""#166088""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#ff9a8b""/><stop offset=""100%"" stop-color=""#ff6b88""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""#f0f4f8""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""60"" fill=""url(#grad2)"" stroke=""#333"" stroke-width=""2""/><g transform=""rotate(45)""><rect x=""-30"" y=""-30"" width=""60"" height=""60"" fill=""url(#grad1)"" stroke=""#333"" stroke-width=""1.5""/><polygon points=""-20,-20 20,-20 0,20"" fill=""#ffcb77"" stroke=""#333"" stroke-width=""1""/></g><g transform=""rotate(-30) translate(0, -80)""><ellipse cx=""0"" cy=""0"" rx=""15"" ry=""8"" fill=""#7bdff2"" stroke=""#333"" stroke-width=""1""/></g></g><line x1=""20"" y1=""180"" x2=""180"" y2=""180"" stroke=""#333"" stroke-width=""2"" stroke-dasharray=""5,5""/></svg>",pewter checkerboard with maroon diagonal accents,0.4552518282699979
251,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFE66D""/><polygon points=""0,200 50,120 100,160 150,100 200,180 250,140 300,200 400,80 400,200"" fill=""#1A535C""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#waterGradient)""/><ellipse cx=""200"" cy=""200"" rx=""50"" ry=""20"" fill=""#FFE66D"" opacity=""0.6""/></svg>",mint green scallops bordering a deep violet band,0.554676147787512
252,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""88"" y=""88"" width=""80"" height=""80"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>",frosted glass circles layered over a copper mesh,0.4599907198851983
253,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3""/></svg>",crimson chevrons marching across a cream canvas,0.39658613716134705
254,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FFA07A""/><stop offset=""100%"" stop-color=""#87CEEB""/></linearGradient><linearGradient id=""mountainGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#708090""/><stop offset=""100%"" stop-color=""#2F4F4F""/></linearGradient><linearGradient id=""lakeGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#FFD700""/><polygon points=""0,300 200,150 400,250 600,100 800,300"" fill=""url(#mountainGradient)"" opacity=""0.8""/><polygon points=""0,350 150,200 300,300 500,150 800,400"" fill=""#2F4F4F""/><ellipse cx=""400"" cy=""450"" rx=""350"" ry=""50"" fill=""url(#lakeGradient)""/><ellipse cx=""700"" cy=""450"" rx=""30"" ry=""10"" fill=""#FFD700"" opacity=""0.7""/><g fill=""#228B22""><polygon points=""50,400 70,350 90,400""/><polygon points=""100,420 120,370 140,420""/><polygon points=""700,420 720,370 740,420""/><polygon points=""750,400 770,350 790,400""/></g></svg>",indigo polka dots scattered on a mint green field,0.46340110319832106
255,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#8B0000""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4169E1""/><stop offset=""100%"" stop-color=""#000080""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD700""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><ellipse cx=""200"" cy=""200"" rx=""50"" ry=""15"" fill=""#FFD700"" opacity=""0.6""/><g fill=""#000000""><polygon points=""50,200 60,50 70,200""/><polygon points=""60,80 30,120 60,100""/><polygon points=""60,90 90,130 60,110""/><polygon points=""350,200 340,50 330,200""/><polygon points=""340,80 310,120 340,100""/><polygon points=""340,90 370,130 340,110""/></g><g stroke=""#FFFFFF"" stroke-width=""1"" opacity=""0.7""><path d=""M0,220 Q50,210 100,220 T200,220 T300,220 T400,220""/><path d=""M0,240 Q50,230 100,240 T200,240 T300,240 T400,240""/></g></svg>",brass gears interlocked with matte black cogs,0.4128251841400497
256,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""5""/></svg>",lime green stripes alternating with deep violet bands,0.3156679969778448
257,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#6666ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3""/></svg>",a sapphire diamond encased in a silver wireframe,0.46077735469302195
258,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFE66D""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><g fill=""#1A1A1A""><polygon points=""80,200 85,100 90,200""/><polygon points=""85,120 60,80 85,90 110,80""/><polygon points=""85,110 50,60 85,80 120,60""/><polygon points=""320,200 325,100 330,200""/><polygon points=""325,120 300,80 325,90 350,80""/><polygon points=""325,110 290,60 325,80 360,60""/></g><path d=""M150,200 Q200,220 250,200"" stroke=""#FFE66D"" stroke-width=""2"" fill=""none""/><path d=""M160,210 Q200,230 240,210"" stroke=""#FFE66D"" stroke-width=""1.5"" fill=""none"" opacity=""0.8""/></svg>",ochre squares stacked in a staggered brick pattern,0.3691424499431806
259,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""#0000ff"" stroke=""#000000"" stroke-width=""2""/></svg>",turquoise waves flowing over a slate gray base,0.35091180038711745
260,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF9966""/><stop offset=""100%"" stop-color=""#FF6633""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#3399FF""/><stop offset=""100%"" stop-color=""#0066CC""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""150"" fill=""url(#skyGradient)""/><circle cx=""350"" cy=""50"" r=""30"" fill=""#FFCC00""/><polygon points=""0,150 100,50 200,120 300,30 400,150"" fill=""#4A6B2A"" opacity=""0.9""/><polygon points=""0,150 50,100 150,150 250,70 350,130 400,150"" fill=""#3A5A1A"" opacity=""0.8""/><rect x=""0"" y=""150"" width=""400"" height=""150"" fill=""url(#waterGradient)""/><polygon points=""0,150 100,250 200,180 300,270 400,150"" fill=""#4A6B2A"" opacity=""0.2""/><polygon points=""0,150 50,200 150,150 250,230 350,170 400,150"" fill=""#3A5A1A"" opacity=""0.15""/><ellipse cx=""350"" cy=""150"" rx=""40"" ry=""10"" fill=""#FFCC00"" opacity=""0.4""/><polygon points=""0,200 50,180 100,190 150,170 200,185 250,175 300,195 350,185 400,200 400,300 0,300"" fill=""#5D4037""/></svg>",neon pink triangles radiating from a central axis,0.5007664927437808
261,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#6666ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4"" rx=""8""/></svg>",a honeycomb grid filled with translucent amber cells,0.41434055025747657
262,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#6666ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000066"" stroke-width=""3"" rx=""10""/></svg>",pewter ellipses floating on a midnight blue plane,0.45239172839220365
263,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFE66D""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><g fill=""#1A1A1A""><polygon points=""50,200 60,200 55,80""/><polygon points=""55,100 30,120 55,110 80,120""/><polygon points=""55,90 30,110 55,100 80,110""/><polygon points=""55,80 30,100 55,90 80,100""/><polygon points=""350,200 360,200 355,80""/><polygon points=""355,100 330,120 355,110 380,120""/><polygon points=""355,90 330,110 355,100 380,110""/><polygon points=""355,80 330,100 355,90 380,100""/></g><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""20"" fill=""#FFE66D"" opacity=""0.4""/><g stroke=""#FFFFFF"" stroke-width=""1"" opacity=""0.5""><path d=""M0,220 Q100,210 200,220 T400,220""/><path d=""M0,230 Q100,225 200,230 T400,230""/><path d=""M0,240 Q100,235 200,240 T400,240""/></g></svg>",scarlet ribbons twisting around a jet black pole,0.37743004269040004
264,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",a sunflower yellow spiral winding into a coal black center,0.38808971292617817
265,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#ff0000"" stroke=""#000000"" stroke-width=""2""/><rect x=""88"" y=""88"" width=""80"" height=""80"" fill=""#0000ff"" stroke=""#ffffff"" stroke-width=""2""/></svg>",moss green rectangles arranged in a herringbone layout,0.3279994623094329
266,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",a coral starburst pattern on a pale lilac backdrop,0.38251778914235174
267,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff3333""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#3333ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><g transform=""translate(128, 128)""><circle cx=""0"" cy=""0"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""-60"" y=""-60"" width=""120"" height=""120"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""3"" rx=""10""/></g></svg>",metallic silver arcs overlapping like fish scales,0.40286634279614925
268,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""30%"" stop-color=""#FF8E53""/><stop offset=""60%"" stop-color=""#FFD166""/><stop offset=""100%"" stop-color=""#06AED5""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#06AED5""/><stop offset=""100%"" stop-color=""#1A446C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD166""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""20"" fill=""#FFD166"" opacity=""0.3""/><g fill=""#1A1A1A""><polygon points=""80,200 80,120 70,120 70,200""/><polygon points=""50,120 100,120 75,70""/><polygon points=""320,200 320,120 330,120 330,200""/><polygon points=""300,120 350,120 325,70""/><polygon points=""150,220 250,220 200,200""/></g><g stroke=""#FFFFFF"" stroke-width=""1"" opacity=""0.5""><path d=""M0,220 Q50,210 100,220 T200,220 T300,220 T400,220"" fill=""none""/><path d=""M0,240 Q50,230 100,240 T200,240 T300,240 T400,240"" fill=""none""/></g></svg>",mustard yellow dots clustered on a burnt sienna surface,0.4955810878720502
269,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FF6347""/><stop offset=""100%"" stop-color=""#FF4500""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4682B4""/><stop offset=""100%"" stop-color=""#1E90FF""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""500"" fill=""url(#skyGradient)""/><polygon points=""0,300 200,100 400,200 600,50 800,250 800,500 0,500"" fill=""#2F4F4F""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#FFD700""/><polygon points=""0,400 200,350 400,380 600,360 800,390 800,500 0,500"" fill=""url(#waterGradient)"" opacity=""0.8""/><polygon points=""0,400 200,450 400,420 600,440 800,410 800,500 0,500"" fill=""#2F4F4F"" opacity=""0.3""/><ellipse cx=""700"" cy=""450"" rx=""50"" ry=""20"" fill=""#FFD700"" opacity=""0.4""/></svg>",a cobalt blue grid with neon orange intersections,0.531492098483351
270,"<svg viewBox=""0 0 800 500"" width=""800"" height=""500""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF6B6B""/><stop offset=""50%"" stop-color=""#FF8E53""/><stop offset=""100%"" stop-color=""#4ECDC4""/></linearGradient><linearGradient id=""waterGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#4ECDC4""/><stop offset=""100%"" stop-color=""#1A535C""/></linearGradient></defs><rect x=""0"" y=""0"" width=""800"" height=""300"" fill=""url(#skyGradient)""/><circle cx=""700"" cy=""100"" r=""50"" fill=""#FFE66D""/><polygon points=""0,300 200,100 400,300"" fill=""#556270""/><polygon points=""200,300 400,150 600,300"" fill=""#4ECDC4"" opacity=""0.7""/><polygon points=""400,300 600,200 800,300"" fill=""#1A535C""/><rect x=""0"" y=""300"" width=""800"" height=""200"" fill=""url(#waterGradient)""/><polygon points=""200,300 400,150 600,300"" fill=""#4ECDC4"" opacity=""0.3"" transform=""scale(1,-1) translate(0,-600)""/><ellipse cx=""400"" cy=""450"" rx=""300"" ry=""50"" fill=""#1A535C"" opacity=""0.8""/></svg>",emerald hexagons scattered on a slate gray background,0.5817453030109158
271,"<svg viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4a6fa5""/><stop offset=""100%"" stop-color=""#166088""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#ff7e5f""/><stop offset=""100%"" stop-color=""#feb47b""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#grad1)"" opacity=""0.9""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""50"" fill=""url(#grad2)"" stroke=""#333"" stroke-width=""2""/><polygon points=""-30,-20 0,30 30,-20"" fill=""#f8f1ff"" stroke=""#333"" stroke-width=""1.5""/><g transform=""rotate(45)""><rect x=""-15"" y=""-15"" width=""30"" height=""30"" fill=""#166088"" opacity=""0.7""/><line x1=""-25"" y1=""0"" x2=""25"" y2=""0"" stroke=""#f8f1ff"" stroke-width=""3""/><line x1=""0"" y1=""-25"" x2=""0"" y2=""25"" stroke=""#f8f1ff"" stroke-width=""3""/></g><ellipse cx=""0"" cy=""-60"" rx=""20"" ry=""10"" fill=""#f8f1ff"" opacity=""0.8""/></g><polyline points=""20,20 50,50 80,30 110,70 140,40 170,90"" fill=""none"" stroke=""#f8f1ff"" stroke-width=""2"" opacity=""0.6""/></svg>",a grid of charcoal squares with neon pink borders,0.47344974109489596
272,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""red"" stroke=""none""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""blue"" stroke=""none""/></svg>",crimson chevrons layered over a beige linen texture,0.3798784492747908
273,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""red"" stroke=""none""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""blue"" stroke=""none""/></svg>",turquoise waves alternating with silver dashes,0.3297006195539013
274,"<svg viewBox=""0 0 400 300"" width=""400"" height=""300""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF7F50""/><stop offset=""50%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#8B0000""/></linearGradient><linearGradient id=""oceanGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1E90FF""/><stop offset=""100%"" stop-color=""#00008B""/></linearGradient></defs><rect x=""0"" y=""0"" width=""400"" height=""200"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""150"" r=""40"" fill=""#FFD700""/><rect x=""0"" y=""200"" width=""400"" height=""100"" fill=""url(#oceanGradient)""/><ellipse cx=""200"" cy=""200"" rx=""60"" ry=""15"" fill=""#FFD700"" opacity=""0.6""/><g fill=""#000000""><polygon points=""80,200 85,80 90,200""/><polygon points=""85,80 40,120 85,100""/><polygon points=""85,80 130,120 85,100""/><polygon points=""320,200 325,80 330,200""/><polygon points=""325,80 280,120 325,100""/><polygon points=""325,80 370,120 325,100""/></g><line x1=""0"" y1=""200"" x2=""400"" y2=""200"" stroke=""#000000"" stroke-width=""1""/></svg>",a cluster of mustard yellow ellipses on a moss green field,0.5026253116838656
275,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""circleGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#ff0000""/><stop offset=""100%"" stop-color=""#cc0000""/></linearGradient><linearGradient id=""squareGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#0000ff""/><stop offset=""100%"" stop-color=""#0000cc""/></linearGradient></defs><circle cx=""128"" cy=""128"" r=""100"" fill=""url(#circleGradient)"" stroke=""#990000"" stroke-width=""4""/><rect x=""78"" y=""78"" width=""100"" height=""100"" fill=""url(#squareGradient)"" stroke=""#000099"" stroke-width=""4""/></svg>",indigo diamonds nested inside lavender rectangles,0.42630285900361076
276,"<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 200 200"" width=""200"" height=""200""><defs><linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#4a6fa5""/><stop offset=""100%"" stop-color=""#166088""/></linearGradient><radialGradient id=""grad2"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#ff9a8b""/><stop offset=""100%"" stop-color=""#ff6b95""/></radialGradient></defs><rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""#f5f5f5""/><g transform=""translate(100, 100)""><circle cx=""0"" cy=""0"" r=""60"" fill=""url(#grad2)"" stroke=""#333"" stroke-width=""2""/><polygon points=""-40,-20 0,-40 40,-20 40,20 0,40 -40,20"" fill=""url(#grad1)"" stroke=""#333"" stroke-width=""1.5""/><ellipse cx=""0"" cy=""0"" rx=""15"" ry=""25"" fill=""#fff"" opacity=""0.8""/><g transform=""rotate(45)""><rect x=""-10"" y=""-30"" width=""20"" height=""60"" fill=""#4c3b4d"" opacity=""0.7""/><rect x=""-30"" y=""-10"" width=""60"" height=""20"" fill=""#4c3b4d"" opacity=""0.7""/></g></g><line x1=""20"" y1=""20"" x2=""180"" y2=""180"" stroke=""#aaa"" stroke-width=""1"" stroke-dasharray=""5,5""/><line x1=""180"" y1=""20"" x2=""20"" y2=""180"" stroke=""#aaa"" stroke-width=""1"" stroke-dasharray=""5,5""/></svg>",a spiral of copper wire and matte black dots,0.47549017179655173
