label,svg
661,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""#228B22"" stroke=""#000000"" stroke-width=""2""/><rect x=""60"" y=""206"" width=""56"" height=""40"" fill=""#228B22"" stroke=""#000000"" stroke-width=""2""/><rect x=""140"" y=""206"" width=""56"" height=""40"" fill=""#228B22"" stroke=""#000000"" stroke-width=""2""/><rect x=""80"" y=""50"" width=""96"" height=""10"" fill=""#8B4513"" stroke=""#000000"" stroke-width=""2""/><rect x=""80"" y=""70"" width=""96"" height=""10"" fill=""#8B4513"" stroke=""#000000"" stroke-width=""2""/><rect x=""90"" y=""60"" width=""10"" height=""10"" fill=""#D2B48C"" stroke=""#000000"" stroke-width=""2""/><rect x=""156"" y=""60"" width=""10"" height=""10"" fill=""#D2B48C"" stroke=""#000000"" stroke-width=""2""/></svg>"
662,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><polygon id=""hexagon"" points=""50,0 100,0 125,43.3 100,86.6 50,86.6 25,43.3""/></defs><g transform=""translate(0,0)""><use href=""#hexagon"" x=""0"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""75"" y=""0"" fill=""deepPlum""/><use href=""#hexagon"" x=""150"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""225"" y=""0"" fill=""deepPlum""/></g><g transform=""translate(37.5,43.3)""><use href=""#hexagon"" x=""0"" y=""0"" fill=""deepPlum""/><use href=""#hexagon"" x=""75"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""150"" y=""0"" fill=""deepPlum""/><use href=""#hexagon"" x=""225"" y=""0"" fill=""burntOrange""/></g><g transform=""translate(0,86.6)""><use href=""#hexagon"" x=""0"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""75"" y=""0"" fill=""deepPlum""/><use href=""#hexagon"" x=""150"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""225"" y=""0"" fill=""deepPlum""/></g><g transform=""translate(37.5,129.9)""><use href=""#hexagon"" x=""0"" y=""0"" fill=""deepPlum""/><use href=""#hexagon"" x=""75"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""150"" y=""0"" fill=""deepPlum""/><use href=""#hexagon"" x=""225"" y=""0"" fill=""burntOrange""/></g><g transform=""translate(0,173.2)""><use href=""#hexagon"" x=""0"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""75"" y=""0"" fill=""deepPlum""/><use href=""#hexagon"" x=""150"" y=""0"" fill=""burntOrange""/><use href=""#hexagon"" x=""225"" y=""0"" fill=""deepPlum""/></g></svg>"
663,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""lavenderGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#E6E6FA"" stop-opacity=""0.8""/><stop offset=""100%"" stop-color=""#9370DB"" stop-opacity=""0.8""/></radialGradient><radialGradient id=""mistGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#F0F8FF"" stop-opacity=""0.5""/><stop offset=""100%"" stop-color=""#E0FFFF"" stop-opacity=""0.5""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#mistGradient)""/><circle cx=""64"" cy=""64"" r=""24"" fill=""url(#lavenderGradient)""/><circle cx=""128"" cy=""96"" r=""20"" fill=""url(#lavenderGradient)""/><circle cx=""192"" cy=""64"" r=""28"" fill=""url(#lavenderGradient)""/><circle cx=""96"" cy=""160"" r=""22"" fill=""url(#lavenderGradient)""/><circle cx=""160"" cy=""192"" r=""26"" fill=""url(#lavenderGradient)""/><circle cx=""224"" cy=""160"" r=""18"" fill=""url(#lavenderGradient)""/></svg>"
664,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFC0CB""/><stop offset=""100%"" stop-color=""#FFE4E1""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""128"" cy=""50"" r=""30"" fill=""#FFD700""/><rect x=""0"" y=""150"" width=""256"" height=""106"" fill=""#32CD32""/><g fill=""#FF69B4""><circle cx=""50"" cy=""180"" r=""5""/><circle cx=""80"" cy=""170"" r=""5""/><circle cx=""110"" cy=""190"" r=""5""/><circle cx=""140"" cy=""180"" r=""5""/><circle cx=""170"" cy=""170"" r=""5""/><circle cx=""200"" cy=""190"" r=""5""/></g></svg>"
665,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""#654321"" stroke=""#000"" stroke-width=""2""/><rect x=""60"" y=""60"" width=""40"" height=""40"" fill=""#8B4513"" stroke=""#000"" stroke-width=""2""/><rect x=""156"" y=""60"" width=""40"" height=""40"" fill=""#8B4513"" stroke=""#000"" stroke-width=""2""/><g transform=""rotate(90, 128, 128)""><line x1=""50"" y1=""70"" x2=""206"" y2=""70"" stroke=""#A0522D"" stroke-width=""2""/><line x1=""50"" y1=""90"" x2=""206"" y2=""90"" stroke=""#A0522D"" stroke-width=""2""/><line x1=""50"" y1=""110"" x2=""206"" y2=""110"" stroke=""#A0522D"" stroke-width=""2""/><line x1=""50"" y1=""130"" x2=""206"" y2=""130"" stroke=""#A0522D"" stroke-width=""2""/><line x1=""50"" y1=""150"" x2=""206"" y2=""150"" stroke=""#A0522D"" stroke-width=""2""/><line x1=""50"" y1=""170"" x2=""206"" y2=""170"" stroke=""#A0522D"" stroke-width=""2""/><line x1=""50"" y1=""190"" x2=""206"" y2=""190"" stroke=""#A0522D"" stroke-width=""2""/></g></svg>"
666,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""goldenrodGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""slategray""/><g transform=""translate(50, 50)""><polygon points=""50,0 75,43.3 125,43.3 150,0 125,-43.3 75,-43.3"" fill=""url(#goldenrodGradient)""/><polygon points=""100,0 125,43.3 175,43.3 200,0 175,-43.3 125,-43.3"" fill=""url(#goldenrodGradient)"" transform=""translate(50, 0)""/><polygon points=""150,0 175,43.3 225,43.3 250,0 225,-43.3 175,-43.3"" fill=""url(#goldenrodGradient)"" transform=""translate(100, 0)""/><polygon points=""75,43.3 100,86.6 150,86.6 175,43.3 150,0 100,0"" fill=""url(#goldenrodGradient)"" transform=""translate(0, 86.6)""/><polygon points=""125,43.3 150,86.6 200,86.6 225,43.3 200,0 150,0"" fill=""url(#goldenrodGradient)"" transform=""translate(50, 86.6)""/></g></svg>"
667,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""bronzeGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><polygon points=""128,20 236,60 236,196 128,236 20,196 20,60"" fill=""url(#bronzeGradient)"" stroke=""#8B4513"" stroke-width=""5""/><polygon points=""128,40 220,75 220,181 128,216 36,181 36,75"" fill=""#00A86B"" opacity=""0.8""/></svg>"
668,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#FF8C00""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""128"" cy=""64"" r=""32"" fill=""#FFA500"" opacity=""0.8""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#D2B48C""/><path d=""M0 128 Q64 96, 128 128 T256 128"" fill=""#C2A882""/><path d=""M0 160 Q64 128, 128 160 T256 160"" fill=""#B89A72""/><path d=""M0 128 Q64 96, 128 128 T256 128"" fill=""#A88A62"" opacity=""0.5""/><path d=""M0 160 Q64 128, 128 160 T256 160"" fill=""#9A7A52"" opacity=""0.5""/></svg>"
669,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#4B0082""/><path d=""M50,0 L50,256 M100,0 L100,256 M150,0 L150,256 M200,0 L200,256"" stroke=""#3C0066"" stroke-width=""10""/><circle cx=""50"" cy=""128"" r=""15"" fill=""#FFD700""/><circle cx=""206"" cy=""128"" r=""15"" fill=""#FFD700""/><line x1=""50"" y1=""128"" x2=""50"" y2=""200"" stroke=""#FFD700"" stroke-width=""5""/><line x1=""206"" y1=""128"" x2=""206"" y2=""200"" stroke=""#FFD700"" stroke-width=""5""/><polygon points=""50,200 30,220 70,220"" fill=""#FFD700""/><polygon points=""206,200 186,220 226,220"" fill=""#FFD700""/></svg>"
670,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""olive""/><rect x=""60"" y=""60"" width=""40"" height=""60"" fill=""darkolivegreen""/><rect x=""156"" y=""60"" width=""40"" height=""60"" fill=""darkolivegreen""/><circle cx=""70"" cy=""70"" r=""3"" fill=""gold""/><circle cx=""90"" cy=""70"" r=""3"" fill=""gold""/><circle cx=""70"" cy=""120"" r=""3"" fill=""gold""/><circle cx=""90"" cy=""120"" r=""3"" fill=""gold""/><circle cx=""166"" cy=""70"" r=""3"" fill=""gold""/><circle cx=""186"" cy=""70"" r=""3"" fill=""gold""/><circle cx=""166"" cy=""120"" r=""3"" fill=""gold""/><circle cx=""186"" cy=""120"" r=""3"" fill=""gold""/><rect x=""50"" y=""40"" width=""156"" height=""10"" fill=""darkolivegreen""/><rect x=""70"" y=""30"" width=""10"" height=""10"" fill=""darkolivegreen""/><rect x=""110"" y=""30"" width=""10"" height=""10"" fill=""darkolivegreen""/><rect x=""150"" y=""30"" width=""10"" height=""10"" fill=""darkolivegreen""/><rect x=""190"" y=""30"" width=""10"" height=""10"" fill=""darkolivegreen""/></svg>"
671,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""indigoGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""silverGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#indigoGradient)""/><g transform=""rotate(45 128 128)""><path d=""M128,64 C128,64 192,128 192,128 C192,128 128,192 128,192 C128,192 64,128 64,128 C64,128 128,64 128,64 Z"" fill=""url(#silverGradient)""/><path d=""M128,96 C128,96 160,128 160,128 C160,128 128,160 128,160 C128,160 96,128 96,128 C96,128 128,96 128,96 Z"" fill=""url(#indigoGradient)""/></g><g transform=""rotate(-45 128 128)""><path d=""M128,64 C128,64 192,128 192,128 C192,128 128,192 128,192 C128,192 64,128 64,128 C64,128 128,64 128,64 Z"" fill=""url(#silverGradient)""/><path d=""M128,96 C128,96 160,128 160,128 C160,128 128,160 128,160 C128,160 96,128 96,128 C96,128 128,96 128,96 Z"" fill=""url(#indigoGradient)""/></g></svg>"
672,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""#4B0082""/><g fill=""none"" stroke=""#C0C0C0"" stroke-width=""2""><line x1=""0"" y1=""64"" x2=""256"" y2=""64""/><line x1=""0"" y1=""128"" x2=""256"" y2=""128""/><line x1=""0"" y1=""192"" x2=""256"" y2=""192""/><line x1=""64"" y1=""0"" x2=""64"" y2=""256""/><line x1=""128"" y1=""0"" x2=""128"" y2=""256""/><line x1=""192"" y1=""0"" x2=""192"" y2=""256""/></g><g fill=""#C0C0C0"" stroke=""#C0C0C0"" stroke-width=""2""><circle cx=""64"" cy=""64"" r=""10""/><circle cx=""192"" cy=""64"" r=""10""/><circle cx=""64"" cy=""192"" r=""10""/><circle cx=""192"" cy=""192"" r=""10""/><line x1=""128"" y1=""64"" x2=""128"" y2=""192""/><line x1=""64"" y1=""128"" x2=""192"" y2=""128""/></g></svg>"
673,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""shellGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(128, 128)""><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(0) translate(-20, -20)""/><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(45) translate(-30, -30)""/><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(90) translate(-40, -40)""/><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(135) translate(-50, -50)""/><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(180) translate(-60, -60)""/><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(225) translate(-70, -70)""/><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(270) translate(-80, -80)""/><path d=""M0,0 Q20,-20 40,0 T80,0"" fill=""url(#shellGradient)"" stroke=""#8B4513"" stroke-width=""2"" transform=""rotate(315) translate(-90, -90)""/></g></svg>"
674,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""180"" width=""256"" height=""76"" fill=""#ADD8E6""/><path d=""M50 180 Q128 80 206 180"" stroke=""#A9A9A9"" stroke-width=""10"" fill=""none""/><g fill=""#F0F8FF"" opacity=""0.8""><circle cx=""80"" cy=""150"" r=""5""/><circle cx=""120"" cy=""130"" r=""5""/><circle cx=""160"" cy=""130"" r=""5""/><circle cx=""200"" cy=""150"" r=""5""/></g><g fill=""#F0F8FF"" opacity=""0.8""><circle cx=""30"" cy=""200"" r=""4""/><circle cx=""60"" cy=""220"" r=""4""/><circle cx=""100"" cy=""210"" r=""4""/><circle cx=""140"" cy=""220"" r=""4""/><circle cx=""180"" cy=""210"" r=""4""/><circle cx=""220"" cy=""200"" r=""4""/></g></svg>"
675,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""galaxyGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""violet"" stop-opacity=""0.8""/><stop offset=""50%"" stop-color=""silver"" stop-opacity=""0.6""/><stop offset=""100%"" stop-color=""black"" stop-opacity=""1""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#galaxyGradient)""/><g transform=""rotate(45 128 128)""><ellipse cx=""128"" cy=""128"" rx=""100"" ry=""50"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.7""/><ellipse cx=""128"" cy=""128"" rx=""80"" ry=""40"" fill=""none"" stroke=""violet"" stroke-width=""2"" opacity=""0.7""/><ellipse cx=""128"" cy=""128"" rx=""60"" ry=""30"" fill=""none"" stroke=""silver"" stroke-width=""2"" opacity=""0.7""/><ellipse cx=""128"" cy=""128"" rx=""40"" ry=""20"" fill=""none"" stroke=""violet"" stroke-width=""2"" opacity=""0.7""/></g><circle cx=""128"" cy=""128"" r=""10"" fill=""silver"" opacity=""0.8""/><circle cx=""128"" cy=""128"" r=""5"" fill=""violet"" opacity=""0.8""/></svg>"
676,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g transform=""translate(50, 50)""><path d=""M20,20 Q40,10 60,20 Q80,30 60,60 Q40,90 20,60 Z"" fill=""indigo"" stroke=""silver"" stroke-width=""2""/><path d=""M30,30 Q40,25 50,30 Q60,35 50,50 Q40,65 30,50 Z"" fill=""none"" stroke=""silver"" stroke-width=""1""/><path d=""M35,35 Q40,30 45,35 Q50,40 45,45 Q40,50 35,45 Z"" fill=""none"" stroke=""silver"" stroke-width=""1""/></g><g transform=""translate(150, 50)""><path d=""M20,20 Q40,10 60,20 Q80,30 60,60 Q40,90 20,60 Z"" fill=""indigo"" stroke=""silver"" stroke-width=""2""/><path d=""M30,30 Q40,25 50,30 Q60,35 50,50 Q40,65 30,50 Z"" fill=""none"" stroke=""silver"" stroke-width=""1""/><path d=""M35,35 Q40,30 45,35 Q50,40 45,45 Q40,50 35,45 Z"" fill=""none"" stroke=""silver"" stroke-width=""1""/></g></svg>"
677,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><ellipse cx=""128"" cy=""180"" rx=""60"" ry=""100"" fill=""#F5F5F5"" stroke=""#D4AF37"" stroke-width=""4""/><path d=""M128,80 C140,60 160,50 180,60"" stroke=""#D4AF37"" stroke-width=""4"" fill=""none""/><path d=""M128,80 C116,60 96,50 76,60"" stroke=""#D4AF37"" stroke-width=""4"" fill=""none""/><path d=""M128,120 C140,100 160,90 180,100"" stroke=""#D4AF37"" stroke-width=""4"" fill=""none""/><path d=""M128,120 C116,100 96,90 76,100"" stroke=""#D4AF37"" stroke-width=""4"" fill=""none""/><path d=""M128,160 C140,140 160,130 180,140"" stroke=""#D4AF37"" stroke-width=""4"" fill=""none""/><path d=""M128,160 C116,140 96,130 76,140"" stroke=""#D4AF37"" stroke-width=""4"" fill=""none""/></svg>"
678,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><pattern id=""checkerboard"" x=""0"" y=""0"" width=""32"" height=""32"" patternUnits=""userSpaceOnUse""><rect x=""0"" y=""0"" width=""16"" height=""16"" fill=""ivory""/><rect x=""16"" y=""0"" width=""16"" height=""16"" fill=""onyx""/><rect x=""0"" y=""16"" width=""16"" height=""16"" fill=""onyx""/><rect x=""16"" y=""16"" width=""16"" height=""16"" fill=""ivory""/></pattern></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#checkerboard)""/></svg>"
679,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""100"" fill=""#0F52BA""/><g transform=""rotate(-30 128 128)""><ellipse cx=""128"" cy=""50"" rx=""80"" ry=""30"" fill=""white"" opacity=""0.8""/><ellipse cx=""180"" cy=""100"" rx=""60"" ry=""20"" fill=""white"" opacity=""0.8""/><ellipse cx=""80"" cy=""150"" rx=""70"" ry=""25"" fill=""white"" opacity=""0.8""/><ellipse cx=""150"" cy=""180"" rx=""50"" ry=""15"" fill=""white"" opacity=""0.8""/></g></svg>"
680,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""silkGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><rect x=""50"" y=""50"" width=""156"" height=""156"" fill=""url(#silkGradient)"" stroke=""#d8a8a8"" stroke-width=""4""/><polygon points=""50,50 206,50 206,206 50,206"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""4""/><path d=""M50,50 Q128,30 206,50"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""4""/><path d=""M50,206 Q128,226 206,206"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""4""/><path d=""M50,50 Q30,128 50,206"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""4""/><path d=""M206,50 Q226,128 206,206"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""4""/><path d=""M80,60 Q128,40 176,60"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""2""/><path d=""M80,196 Q128,216 176,196"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""2""/><path d=""M60,80 Q40,128 60,176"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""2""/><path d=""M196,80 Q216,128 196,176"" fill=""none"" stroke=""#d8a8a8"" stroke-width=""2""/></svg>"
681,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""fieryOrange"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#FF4500""/><stop offset=""100%"" stop-color=""#FF8C00""/></radialGradient><radialGradient id=""smokyGray"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#2F4F4F""/><stop offset=""100%"" stop-color=""#708090""/></radialGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#smokyGray)""/><circle cx=""128"" cy=""128"" r=""80"" fill=""url(#fieryOrange)""/></svg>"
682,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""rubyGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""onyxGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(50, 50)""><rect x=""0"" y=""0"" width=""50"" height=""50"" fill=""url(#rubyGradient)""/><rect x=""60"" y=""0"" width=""50"" height=""50"" fill=""url(#onyxGradient)""/><rect x=""30"" y=""60"" width=""50"" height=""50"" fill=""url(#rubyGradient)""/><rect x=""90"" y=""60"" width=""50"" height=""50"" fill=""url(#onyxGradient)""/></g></svg>"
683,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#191970""/><g fill=""#E6E6FA""><circle cx=""50"" cy=""50"" r=""20""/><circle cx=""120"" cy=""80"" r=""25""/><circle cx=""200"" cy=""60"" r=""18""/><circle cx=""90"" cy=""150"" r=""22""/><circle cx=""160"" cy=""180"" r=""20""/><circle cx=""40"" cy=""200"" r=""15""/><circle cx=""220"" cy=""220"" r=""30""/><circle cx=""180"" cy=""100"" r=""28""/><circle cx=""70"" cy=""120"" r=""23""/><circle cx=""140"" cy=""40"" r=""19""/></g></svg>"
684,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><pattern id=""quiltPattern"" x=""0"" y=""0"" width=""32"" height=""32"" patternUnits=""userSpaceOnUse""><rect x=""0"" y=""0"" width=""16"" height=""16"" fill=""#1E90FF""/><rect x=""16"" y=""0"" width=""16"" height=""16"" fill=""#228B22""/><rect x=""0"" y=""16"" width=""16"" height=""16"" fill=""#228B22""/><rect x=""16"" y=""16"" width=""16"" height=""16"" fill=""#1E90FF""/></pattern></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#quiltPattern)""/></svg>"
685,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""sunbeam"" x1=""0"" y1=""0"" x2=""1"" y2=""0""><stop offset=""0%"" stop-color=""rgba(255, 255, 255, 0)""/><stop offset=""50%"" stop-color=""rgba(255, 255, 255, 0.5)""/><stop offset=""100%"" stop-color=""rgba(255, 255, 255, 0)""/></linearGradient></defs><rect x=""100"" y=""0"" width=""20"" height=""256"" fill=""url(#sunbeam)"" opacity=""0.7""/><g fill=""silver"" stroke=""none""><circle cx=""110"" cy=""20"" r=""3""/><circle cx=""120"" cy=""40"" r=""3""/><circle cx=""105"" cy=""60"" r=""3""/><circle cx=""115"" cy=""80"" r=""3""/><circle cx=""110"" cy=""100"" r=""3""/><circle cx=""120"" cy=""120"" r=""3""/><circle cx=""105"" cy=""140"" r=""3""/><circle cx=""115"" cy=""160"" r=""3""/><circle cx=""110"" cy=""180"" r=""3""/><circle cx=""120"" cy=""200"" r=""3""/><circle cx=""105"" cy=""220"" r=""3""/><circle cx=""115"" cy=""240"" r=""3""/></g></svg>"
686,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#E6E6FA""/><g transform=""translate(0, 100)""><rect x=""20"" y=""0"" width=""10"" height=""100"" fill=""#8B4513""/><rect x=""60"" y=""0"" width=""10"" height=""120"" fill=""#8B4513""/><rect x=""100"" y=""0"" width=""10"" height=""110"" fill=""#8B4513""/><rect x=""140"" y=""0"" width=""10"" height=""130"" fill=""#8B4513""/><rect x=""180"" y=""0"" width=""10"" height=""100"" fill=""#8B4513""/><rect x=""220"" y=""0"" width=""10"" height=""120"" fill=""#8B4513""/><polygon points=""25,0 5,50 45,50"" fill=""#FFBF00""/><polygon points=""65,0 45,60 85,60"" fill=""#FFBF00""/><polygon points=""105,0 85,55 125,55"" fill=""#FFBF00""/><polygon points=""145,0 125,65 165,65"" fill=""#FFBF00""/><polygon points=""185,0 165,50 205,50"" fill=""#FFBF00""/><polygon points=""225,0 205,60 245,60"" fill=""#FFBF00""/></g></svg>"
687,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""200"" width=""256"" height=""56"" fill=""#808080""/><g transform=""translate(0, -20)""><ellipse cx=""50"" cy=""50"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-30, 50, 50)""/><ellipse cx=""100"" cy=""80"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-45, 100, 80)""/><ellipse cx=""150"" cy=""120"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-60, 150, 120)""/><ellipse cx=""200"" cy=""160"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-75, 200, 160)""/><ellipse cx=""30"" cy=""100"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-15, 30, 100)""/><ellipse cx=""80"" cy=""140"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-50, 80, 140)""/><ellipse cx=""130"" cy=""180"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-65, 130, 180)""/><ellipse cx=""180"" cy=""220"" rx=""10"" ry=""20"" fill=""#E6E6FA"" transform=""rotate(-80, 180, 220)""/></g></svg>"
688,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""50"" y=""30"" width=""156"" height=""196"" fill=""navy"" stroke=""black"" stroke-width=""2""/><g fill=""none"" stroke=""white"" stroke-width=""1""><line x1=""50"" y1=""50"" x2=""206"" y2=""50""/><line x1=""50"" y1=""80"" x2=""206"" y2=""80""/><line x1=""50"" y1=""110"" x2=""206"" y2=""110""/><line x1=""50"" y1=""140"" x2=""206"" y2=""140""/><line x1=""50"" y1=""170"" x2=""206"" y2=""170""/><line x1=""50"" y1=""200"" x2=""206"" y2=""200""/><line x1=""80"" y1=""30"" x2=""80"" y2=""226""/><line x1=""110"" y1=""30"" x2=""110"" y2=""226""/><line x1=""140"" y1=""30"" x2=""140"" y2=""226""/><line x1=""170"" y1=""30"" x2=""170"" y2=""226""/><line x1=""200"" y1=""30"" x2=""200"" y2=""226""/></g><rect x=""60"" y=""40"" width=""136"" height=""176"" fill=""silver"" opacity=""0.5""/></svg>"
